symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
IRDM,Iridium Communications Inc Common Stock,$47.80,-0.23,-0.479%,399848,5977421644.00,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/irdm
IREN,Iris Energy Limited Ordinary Shares,$4.18,-0.12,-2.791%,1109847,229816400.00,Australia,2021,EDP Services,Technology,/market-activity/stocks/iren
IRIX,IRIDEX Corporation Common Stock,$1.40,-0.05,-3.448%,21741,22720744.00,United States,1996,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/irix
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,$61.17,0.63,1.041%,699513,17852611859.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/irm
IRMD,iRadimed Corporation Common Stock,$47.325,-0.455,-0.952%,30822,596421500.00,United States,2014,Medical/Dental Instruments,Health Care,/market-activity/stocks/irmd
IRON,Disc Medicine Inc. Common Stock,$55.33,-0.59,-1.055%,86447,1265814952.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/iron
IROQ,IF Bancorp Inc. Common Stock,$15.55,0.00,0.00%,142,52164434.00,United States,2011,Finance: Consumer Services,Finance,/market-activity/stocks/iroq
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock,$10.80,-0.02,-0.185%,803,0.00,,2022,Blank Checks,Finance,/market-activity/stocks/irrx
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,$7.14,-0.01,-0.14%,41106,578967999.00,Argentina,,Homebuilding,Real Estate,/market-activity/stocks/irs
IRT,Independence Realty Trust Inc. Common Stock,$16.47,0.15,0.919%,1785087,3698982098.00,United States,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/irt
IRTC,iRhythm Technologies Inc. Common Stock,$104.32,-1.60,-1.511%,162959,3189846782.00,United States,2016,Medical/Dental Instruments,Health Care,/market-activity/stocks/irtc
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,$9.24,0.11,1.205%,1786389,1441709679.00,United States,2010,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/irwd
ISD,PGIM High Yield Bond Fund Inc.,$12.12,0.00,0.00%,43094,0.00,United States,2012,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/isd
ISDR,Issuer Direct Corporation Common Stock,$19.99,0.0399,0.20%,11975,76144889.00,United States,,Publishing,Consumer Discretionary,/market-activity/stocks/isdr
ISPC,iSpecimen Inc. Common Stock,$1.03,-0.08,-7.207%,59938,9337447.00,United States,2021,Precision Instruments,Health Care,/market-activity/stocks/ispc
ISPO,Inspirato Incorporated Class A Common Stock,$0.7497,0.0165,2.25%,12300,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/ispo
ISPOW,Inspirato Incorporated Warrant,$0.04,-0.001,-2.439%,863,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/ispow
ISPR,Ispire Technology Inc. Common Stock,$9.98,-0.16,-1.578%,15077,529987900.00,United States,2023, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/ispr
ISRG,Intuitive Surgical Inc. Common Stock,$297.55,11.91,4.17%,1920229,104545583546.00,United States,2000,Industrial Specialties,Health Care,/market-activity/stocks/isrg
ISRL,Israel Acquisitions Corp Class A Ordinary Shares,$10.51,0.00,0.00%,340,0.00,United States,2023,Blank Checks,Finance,/market-activity/stocks/isrl
ISRLU,Israel Acquisitions Corp Unit,$10.64,0.05,0.472%,1601,0.00,United States,2023,Blank Checks,Finance,/market-activity/stocks/isrlu
ISRLW,Israel Acquisitions Corp Warrant,$0.16,0.00,0.00%,101,0.00,United States,2023,Blank Checks,Finance,/market-activity/stocks/isrlw
ISSC,Innovative Solutions and Support Inc. Common Stock,$7.92,-0.23,-2.822%,4007,138180161.00,United States,2000,EDP Services,Technology,/market-activity/stocks/issc
ISTR,Investar Holding Corporation Common Stock,$13.02,-0.15,-1.139%,17805,128002641.00,United States,2014,Major Banks,Finance,/market-activity/stocks/istr
ISUN,iSun Inc. Common Stock,$0.3398,0.0008,0.236%,113610,10470218.00,United States,2016,Semiconductors,Technology,/market-activity/stocks/isun
IT,Gartner Inc. Common Stock,$342.49,3.23,0.952%,296596,26996850283.00,United States,1993,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/it
ITAQ,Industrial Tech Acquisitions II Inc. Class A Common Stock,$10.75,0.00,0.00%,1442,60859943.00,United States,2022,Major Chemicals,Industrials,/market-activity/stocks/itaq
ITAQU,Industrial Tech Acquisitions II Inc. Unit,$10.85,0.00,0.00%,2,105035986.00,United States,2022,Major Chemicals,Industrials,/market-activity/stocks/itaqu
ITCI,Intra-Cellular Therapies Inc. Common Stock,$55.06,-0.05,-0.091%,557994,5290801514.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/itci
ITCL,Banco Itau Chile American Depositary Shares (each representing one third of a share of Common Stock),$3.90,-0.05,-1.266%,1506,2531211930.00,Chile,,Commercial Banks,Finance,/market-activity/stocks/itcl
ITGR,Integer Holdings Corporation Common Stock,$82.33,-0.06,-0.073%,308596,2742254226.00,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/itgr
ITI,Iteris Inc. Common Stock,$4.75,0.08,1.713%,68938,203023284.00,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/iti
ITIC,Investors Title Company Common Stock,$149.79,1.89,1.278%,1153,283196419.00,United States,,Specialty Insurers,Finance,/market-activity/stocks/itic
ITOS,iTeos Therapeutics Inc. Common Stock,$12.90,-0.86,-6.25%,379652,461586755.00,United States,2020,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/itos
ITP,IT Tech Packaging Inc. Common Stock,$0.465,-0.015,-3.125%,6574,4680653.00,China,,Paper,Basic Materials,/market-activity/stocks/itp
ITRG,Integra Resources Corp. Common Shares,$0.9004,0.0055,0.615%,11123,61927289.00,,,,,/market-activity/stocks/itrg
ITRI,Itron Inc. Common Stock,$67.39,0.74,1.11%,245845,3063564765.00,United States,1993,Electrical Products,Industrials,/market-activity/stocks/itri
ITRM,Iterum Therapeutics plc Ordinary Share,$0.89,-0.01,-1.111%,14201,11606526.00,Ireland,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/itrm
ITRN,Ituran Location and Control Ltd. Ordinary Shares,$30.06,0.35,1.178%,57299,604506600.00,Israel,2005,Electronic Components,Technology,/market-activity/stocks/itrn
ITT,ITT Inc. Common Stock ,$98.35,1.32,1.36%,303348,8074535000.00,United States,2011,Fluid Controls,Industrials,/market-activity/stocks/itt
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),$5.49,-0.06,-1.081%,17214199,53824703061.00,Brazil,,Major Banks,Finance,/market-activity/stocks/itub
ITW,Illinois Tool Works Inc. Common Stock,$240.57,2.90,1.22%,667636,72746039764.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/itw
IVA,Inventiva S.A. American Depository Shares,$3.41,-0.11,-3.125%,46881,143677516.00,France,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/iva
IVAC,Intevac Inc. Common Stock,$3.45,-0.01,-0.289%,63793,90744198.00,United States,1995,Industrial Machinery/Components,Technology,/market-activity/stocks/ivac
IVCA,Investcorp India Acquisition Corp. Class A Ordinary Share,$10.74,0.00,0.00%,15,0.00,Cayman Islands,2022,Blank Checks,Finance,/market-activity/stocks/ivca
IVCAU,Investcorp India Acquisition Corp. Unit,$10.96,0.00,0.00%,14,0.00,Cayman Islands,2022,Blank Checks,Finance,/market-activity/stocks/ivcau
IVCAW,Investcorp India Acquisition Corp. Warrant,$0.061,0.00,0.00%,579,0.00,Cayman Islands,2022,Blank Checks,Finance,/market-activity/stocks/ivcaw
IVCBU,Investcorp Europe Acquisition Corp I Unit,$10.89,0.00,0.00%,6,0.00,Cayman Islands,2021,Blank Checks,Finance,/market-activity/stocks/ivcbu
IVCBW,Investcorp Europe Acquisition Corp I Warrant,$0.2863,0.00,0.00%,104,0.00,Cayman Islands,2022,Blank Checks,Finance,/market-activity/stocks/ivcbw
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share,$10.64,0.00,0.00%,2,299250000.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/ivcp
IVCPU,Swiftmerge Acquisition Corp. Unit,$10.70,0.00,0.00%,500,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/ivcpu
IVCPW,Swiftmerge Acquisition Corp. Warrants,$0.0888,-0.0104,-10.484%,1715,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/ivcpw
IVDA,Iveda Solutions Inc. Common Stock,$0.8219,-0.0341,-3.984%,66061,13160788.00,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ivda
IVDAW,Iveda Solutions Inc. Warrant,$0.15,-0.01,-6.25%,965,2401896.00,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ivdaw
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,$10.77,0.10,0.937%,585231,480125125.00,United States,2009,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ivr
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,$22.20,-0.184,-0.822%,6681,,United States,,,,/market-activity/stocks/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,$21.14,-0.25,-1.169%,2482,,United States,,,,/market-activity/stocks/ivr^c
IVT,InvenTrust Properties Corp. Common Stock,$23.16,0.08,0.347%,137164,1564025719.00,United States,2021,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ivt
IVVD,Invivyd Inc. Common Stock,$1.86,0.08,4.494%,603224,204145461.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ivvd
IVZ,Invesco Ltd Common Stock,$15.19,0.06,0.397%,2208789,6814546063.00,United States,,Investment Managers,Finance,/market-activity/stocks/ivz
IX,Orix Corp Ads Common Stock,$90.50,0.19,0.21%,12678,22774815239.00,Japan,,Diversified Financial Services,Finance,/market-activity/stocks/ix
IXAQ,IX Acquisition Corp. Class A Ordinary Share,$10.83,0.01,0.092%,807,0.00,United Kingdom,2021,Blank Checks,Finance,/market-activity/stocks/ixaq
IXAQU,IX Acquisition Corp. Unit,$10.89,0.07,0.647%,550,0.00,United Kingdom,2021,Blank Checks,Finance,/market-activity/stocks/ixaqu
IXHL,Incannex Healthcare Limited American Depositary Shares,$1.53,-0.02,-1.29%,4397,97124400.00,Australia,,,,/market-activity/stocks/ixhl
IZEA,IZEA Worldwide Inc. Common Stock,$2.34,-0.03,-1.266%,26585,36002000.00,United States,,Advertising,Consumer Discretionary,/market-activity/stocks/izea
IZM,ICZOOM Group Inc. Class A Ordinary Shares,$10.53,0.63,6.364%,349639,68412083.00,China,2023,Consumer Electronics/Video Chains,Consumer Discretionary,/market-activity/stocks/izm
J,Jacobs Solutions Inc. Common Stock,$134.60,0.41,0.306%,299521,16948502230.00,United States,2022,Military/Government/Technical,Industrials,/market-activity/stocks/j
JACK,Jack In The Box Inc. Common Stock,$79.51,0.13,0.164%,352917,1598784218.00,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/jack
JAGX,Jaguar Health Inc. Common Stock,$0.40,-0.017,-4.077%,1271149,7646891.00,United States,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/jagx
JAKK,JAKKS Pacific Inc. Common Stock,$19.90,0.69,3.592%,62538,200457954.00,United States,1996,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/jakk
JAMF,Jamf Holding Corp. Common Stock,$16.58,0.11,0.668%,208027,2079287918.00,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/jamf
JAN,JanOne Inc. Common Stock (NV),$0.5799,0.0255,4.60%,68185,2096302.00,United States,,Environmental Services,Utilities,/market-activity/stocks/jan
JANX,Janux Therapeutics Inc. Common Stock,$11.01,-0.12,-1.078%,56053,507988298.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/janx
JAQC,Jupiter Acquisition Corporation Common stock,$10.30,0.00,0.00%,3253,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/jaqc
JAQCU,Jupiter Acquisition Corporation Units,$10.37,0.05,0.484%,400,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/jaqcu
JAQCW,Jupiter Acquisition Corporation Warrants,$0.035,0.00,0.00%,27103,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/jaqcw
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),$141.25,2.48,1.787%,498493,8917792195.00,Ireland,2007,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/jazz
JBGS,JBG SMITH Properties Common Shares ,$14.61,-0.02,-0.137%,1309570,1628196592.00,United States,2017,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/jbgs
JBHT,J.B. Hunt Transport Services Inc. Common Stock,$187.66,-1.70,-0.898%,510534,19393648762.00,United States,,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/jbht
JBI,Janus International Group Inc. Common Stock,$11.18,0.02,0.179%,1726053,1640599754.00,United States,2021,Building Products,Industrials,/market-activity/stocks/jbi
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,$25.15,0.351,1.415%,401,0.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/jbk
JBL,Jabil Inc. Common Stock,$103.22,-0.39,-0.376%,944134,13695674788.00,United States,1993,Electrical Products,Technology,/market-activity/stocks/jbl
JBLU,JetBlue Airways Corporation Common Stock,$6.06,-0.08,-1.303%,14955687,285487388.00,United States,2002,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/jblu
JBSS,John B. Sanfilippo & Son Inc. Common Stock,$99.28,-3.43,-3.339%,89088,1148714971.00,United States,1991,Specialty Foods,Consumer Staples,/market-activity/stocks/jbss
JBT,John Bean Technologies Corporation Common Stock,$108.91,-0.82,-0.747%,107768,3467466016.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/jbt
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,$12.70,-0.02,-0.157%,25052,0.00,United States,2007,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/jce
JCI,Johnson Controls International plc Ordinary Share,$58.53,0.16,0.274%,2354783,39819131590.00,Switzerland,,Industrial Machinery/Components,Industrials,/market-activity/stocks/jci
JCSE,JE Cleantech Holdings Limited Ordinary Shares,$0.3699,0.0105,2.922%,1138490,5555898.00,Singapore,2022,Miscellaneous manufacturing industries,Consumer Discretionary,/market-activity/stocks/jcse
JCTCF,Jewett-Cameron Trading Company Common Shares,$4.56,0.00,0.00%,643,15954979.00,United States,,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/jctcf
JD,JD.com Inc. American Depositary Shares,$32.96,-0.06,-0.182%,8528210,51796918908.00,China,2014,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/jd
JEF,Jefferies Financial Group Inc. Common Stock,$34.73,0.15,0.434%,763582,7672452133.00,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/jef
JELD,JELD-WEN Holding Inc. Common Stock,$14.41,-0.40,-2.701%,556556,1224443652.00,United States,2017,Forest Products,Basic Materials,/market-activity/stocks/jeld
JEQ,abrdn Japan Equity Fund Inc. Common Stock,$5.52,0.04,0.73%,11197,75071945.00,United States,1992,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/jeq
JEWL,Adamas One Corp. Common Stock,$1.05,-0.01,-0.943%,24376,24267102.00,United States,2022,Consumer Specialties,Consumer Discretionary,/market-activity/stocks/jewl
JFBR,Jeffs' Brands Ltd Ordinary Shares,$0.5198,-0.0057,-1.085%,19099,4325583.00,Israel,2022,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/jfbr
JFBRW,Jeffs' Brands Ltd Warrant,$0.0684,0.00,0.00%,677,552276.00,Israel,2022,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/jfbrw
JFIN,Jiayin Group Inc. American Depositary Shares,$5.72,-0.05,-0.867%,43271,305630188.00,China,2019,Finance: Consumer Services,Finance,/market-activity/stocks/jfin
JFR,Nuveen Floating Rate Income Fund Common Stock,$8.13,0.05,0.619%,561715,0.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/jfr
JFU,9F Inc. American Depositary Shares,$2.81,0.00,0.00%,1856,33083066.00,China,2019,Finance: Consumer Services,Finance,/market-activity/stocks/jfu
JG,Aurora Mobile Limited American Depositary Shares,$0.1899,0.0052,2.815%,23772,22713977.00,China,2018,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/jg
JGGC,Jaguar Global Growth Corporation I Class A Ordinary Shares,$10.68,0.01,0.094%,412,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/jggc
JGGCR,Jaguar Global Growth Corporation I Right,$0.19,0.005,2.703%,5230,0.00,United States,2022,Blank Checks,Finance,/market-activity/stocks/jggcr
