symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
WDS,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,$24.26,0.10,0.414%,451588,46063669444.00,Australia,2022,Oil & Gas Production,Energy,/market-activity/stocks/wds
WE,WeWork Inc. Class A Common Stock,$0.1252,-0.0124,-9.012%,25121541,266648851.00,United States,,Real Estate,Real Estate,/market-activity/stocks/we
WEA,Western Asset Bond Fund Share of Beneficial Interest,$10.66,-0.03,-0.281%,17535,0.00,United States,2002,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/wea
WEAV,Weave Communications Inc. Common Stock,$10.46,0.14,1.357%,383954,697902873.00,United States,2021,EDP Services,Technology,/market-activity/stocks/weav
WEC,WEC Energy Group Inc. Common Stock,$85.10,0.51,0.603%,1167483,26843478588.00,United States,,Power Generation,Utilities,/market-activity/stocks/wec
WEL,Integrated Wellness Acquisition Corp Class A Ordinary Shares,$10.89,0.00,0.00%,126,0.00,,2022,Blank Checks,Finance,/market-activity/stocks/wel
WELL,Welltower Inc. Common Stock,$81.03,0.67,0.834%,1388089,42032617190.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/well
WEN,Wendy's Company (The) Common Stock,$20.18,-0.14,-0.689%,2147196,4223434685.00,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/wen
WERN,Werner Enterprises Inc. Common Stock,$42.53,-0.33,-0.77%,298681,2695990522.00,United States,1986,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/wern
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,$26.78,0.13,0.488%,483174,10349133142.00,United States,2012,Natural Gas Distribution,Utilities,/market-activity/stocks/wes
WEST,Westrock Coffee Company Common Stock,$10.05,-0.15,-1.471%,221930,880492208.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/west
WESTW,Westrock Coffee Company Warrants,$2.55,-0.0601,-2.303%,25120,223408471.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/westw
WETG,WeTrade Group Inc. Ordinary Shares,$7.525,-0.025,-0.331%,55610,7935338.00,China,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/wetg
WEX,WEX Inc. common stock,$187.96,2.53,1.364%,174555,8073634404.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/wex
WEYS,Weyco Group Inc. Common Stock,$25.76,-0.03,-0.116%,5001,245257457.00,United States,,Apparel,Consumer Staples,/market-activity/stocks/weys
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),$26.16,0.24,0.926%,41319,6348667722.00,South Korea,,Commercial Banks,Finance,/market-activity/stocks/wf
WFC,Wells Fargo & Company Common Stock,$41.23,-0.20,-0.483%,12532939,75163450089.00,United States,,Major Banks,Finance,/market-activity/stocks/wfc
WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA,$18.72,0.11,0.591%,85239,,United States,,,,/market-activity/stocks/wfc^a
WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC,$17.8128,0.0428,0.241%,272530,,United States,,,,/market-activity/stocks/wfc^c
WFC^D,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in  a share of Non-Cumulative Perpetual Class A Preferred Stock Series DD,$17.4032,0.0332,0.191%,43097,,United States,,,,/market-activity/stocks/wfc^d
WFC^L,Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,$1181.00,5.69,0.484%,5774,,United States,,,,/market-activity/stocks/wfc^l
WFC^Q,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred Class A Series Q Fixed to Floating,$25.29,0.00,0.00%,72736,,United States,,,,/market-activity/stocks/wfc^q
WFC^R,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg),$25.52,0.11,0.433%,102074,,United States,,,,/market-activity/stocks/wfc^r
WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y,$22.98,0.12,0.525%,42296,,United States,,,,/market-activity/stocks/wfc^y
WFC^Z,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z,$19.03,0.01,0.053%,148026,,United States,,,,/market-activity/stocks/wfc^z
WFCF,Where Food Comes From Inc. Common Stock,$14.06,0.11,0.789%,2812,78856185.00,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/wfcf
WFG,West Fraser Timber Co. Ltd Common stock,$75.20,-0.65,-0.857%,128714,6283395934.00,,2021,Forest Products,Basic Materials,/market-activity/stocks/wfg
WFRD,Weatherford International plc Ordinary Shares,$84.71,0.79,0.941%,466188,6105444364.00,United States,,Metal Fabrications,Industrials,/market-activity/stocks/wfrd
WGO,Winnebago Industries Inc. Common Stock,$63.65,1.39,2.233%,293965,1944904867.00,United States,,Homebuilding,Industrials,/market-activity/stocks/wgo
WGS,GeneDx Holdings Corp. Class A Common Stock,$4.25,0.06,1.432%,32710,109536644.00,United States,2020,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/wgs
WGSWW,GeneDx Holdings Corp. Warrant,$0.0346,0.0012,3.593%,9789,891757.00,United States,2020,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/wgsww
WH,Wyndham Hotels & Resorts Inc. Common Stock ,$73.34,-0.34,-0.461%,312343,6179404566.00,United States,2018,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/wh
WHD,Cactus Inc. Class A Common Stock,$50.84,-0.02,-0.039%,255332,4038048446.00,United States,2018,Metal Fabrications,Industrials,/market-activity/stocks/whd
WHF,WhiteHorse Finance Inc. Common Stock,$12.75,-0.22,-1.696%,26561,296349372.00,United States,,Finance Companies,Finance,/market-activity/stocks/whf
WHG,Westwood Holdings Group Inc Common Stock,$10.05,-0.20,-1.951%,4910,92286296.00,United States,,Investment Managers,Finance,/market-activity/stocks/whg
WHLM,Wilhelmina International Inc. Common Stock,$3.55,-0.12,-3.27%,1285,18308571.00,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/whlm
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,$3.64,-0.16,-4.211%,15310,3570549.00,United States,2012,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/whlr
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,$11.09,0.05,0.453%,6166,10878403.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/whlrd
WHLRL,Wheeler Real Estate Investment Trust Inc. 7.00% Senior Subordinated Convertible Notes Due 2031,$51.725,-0.745,-1.42%,2000,50738087.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/whlrl
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,$1.9001,-0.0699,-3.548%,4867,1863846.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/whlrp
WHR,Whirlpool Corporation Common Stock,$134.00,0.45,0.337%,540972,7345581448.00,United States,,Consumer Electronics/Appliances,Consumer Discretionary,/market-activity/stocks/whr
WIA,Western Asset Inflation-Linked Income Fund,$8.15,-0.03,-0.367%,58564,0.00,United States,2003,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/wia
WILC,G. Willi-Food International  Ltd. Ordinary Shares,$11.6869,0.0869,0.749%,2395,162062441.00,Israel,,Food Distributors,Consumer Discretionary,/market-activity/stocks/wilc
WIMI,WiMi Hologram Cloud Inc. American Depositary Share,$0.84,0.01,1.205%,124891,72834755.00,China,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/wimi
WINA,Winmark Corporation Common Stock,$358.70,0.87,0.243%,9574,1250306601.00,United States,,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/wina
WING,Wingstop Inc. Common Stock,$162.30,-1.89,-1.151%,326553,4865366752.00,United States,2015,Restaurants,Consumer Discretionary,/market-activity/stocks/wing
WINT,Windtree Therapeutics Inc. Common Stock,$1.06,-0.08,-7.018%,168851,5457112.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/wint
WINV,WinVest Acquisition Corp. Common Stock,$10.99,0.00,0.00%,100,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/winv
WIRE,Encore Wire Corporation Common Stock,$159.69,-0.91,-0.567%,139503,2683667580.00,United States,1992,Metal Fabrications,Industrials,/market-activity/stocks/wire
WISA,WiSA Technologies Inc. Common Stock,$0.93,-0.037,-3.826%,144322,6119360.00,United States,2018,Semiconductors,Technology,/market-activity/stocks/wisa
WISH,ContextLogic Inc. Class A Common Stock,$5.09,0.23,4.733%,537681,121050380.00,United States,2020,Durable Goods,Consumer Discretionary,/market-activity/stocks/wish
WIT,Wipro Limited Common Stock,$4.98,0.03,0.606%,1233482,27329830350.00,India,,EDP Services,Technology,/market-activity/stocks/wit
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,$8.65,0.00,0.00%,134024,0.00,United States,2004,Finance Companies,Finance,/market-activity/stocks/wiw
WIX,Wix.com Ltd. Ordinary Shares,$92.48,1.88,2.075%,447608,5254713600.00,Israel,2013,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/wix
WK,Workiva Inc. Class A Common Stock,$100.06,3.56,3.689%,616282,5369680977.00,United States,2014,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/wk
WKC,World Kinect Corporation Common Stock,$21.73,0.13,0.602%,550702,1308087611.00,United States,,Oil Refining/Marketing,Energy,/market-activity/stocks/wkc
WKEY,WISeKey International Holding Ltd American Depositary Shares,$2.82,0.05,1.805%,15219,39440306.00,Switzerland,,EDP Services,Technology,/market-activity/stocks/wkey
WKHS,Workhorse Group Inc. Common Stock,$0.7414,0.0064,0.871%,5423931,156282012.00,United States,,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/wkhs
WKME,WalkMe Ltd. Ordinary Shares,$10.10,0.26,2.642%,156571,891325000.00,Israel,2021,EDP Services,Technology,/market-activity/stocks/wkme
WKSP,Worksport Ltd. Common Stock,$2.87,0.02,0.702%,44621,50043630.00,Canada,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/wksp
WKSPW,Worksport Ltd. Warrant,$0.40,0.0001,0.025%,200,6974722.00,Canada,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/wkspw
WLDN,Willdan Group Inc. Common Stock,$23.97,0.00,0.00%,27239,325871719.00,United States,2006,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/wldn
WLDS,Wearable Devices Ltd. Ordinary Share,$1.18,-0.02,-1.667%,80963,17759000.00,Israel,2022,Computer Communications Equipment,Telecommunications,/market-activity/stocks/wlds
WLDSW,Wearable Devices Ltd. Warrant,$0.145,-0.005,-3.333%,11803,0.00,Israel,2022,Computer Communications Equipment,Telecommunications,/market-activity/stocks/wldsw
WLFC,Willis Lease Finance Corporation Common Stock,$43.00,-0.31,-0.716%,4518,273766466.00,United States,1996,Industrial Specialties,Consumer Discretionary,/market-activity/stocks/wlfc
WLGS,Wang & Lee Group Inc. Ordinary Shares,$0.89,-0.01,-1.111%,17004,13435735.00,Hong Kong,2023,Engineering & Construction,Consumer Discretionary,/market-activity/stocks/wlgs
WLK,Westlake Corporation Common Stock,$131.22,1.51,1.164%,337710,16755126981.00,United States,2004,Major Chemicals,Industrials,/market-activity/stocks/wlk
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,$22.58,0.16,0.714%,34244,795309779.00,United States,2014,Major Chemicals,Industrials,/market-activity/stocks/wlkp
WLY,John Wiley & Sons Inc. Common Stock,$36.60,0.17,0.467%,296522,2029452432.00,United States,,Books,Consumer Discretionary,/market-activity/stocks/wly
WLYB,John Wiley & Sons Inc. Common Stock,$36.48,0.80,2.242%,300,2022798490.00,United States,,Books,Consumer Discretionary,/market-activity/stocks/wlyb
WM,Waste Management Inc. Common Stock,$158.33,1.05,0.668%,1796785,64133063827.00,United States,,Environmental Services,Utilities,/market-activity/stocks/wm
WMB,Williams Companies Inc. (The) Common Stock,$34.67,0.15,0.435%,4247498,42173332122.00,United States,,Natural Gas Distribution,Utilities,/market-activity/stocks/wmb
WMC,Western Asset Mortgage Capital Corporation Common Stock,$10.31,0.07,0.684%,15550,62251904.00,United States,2012,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/wmc
WMG,Warner Music Group Corp. Class A Common Stock,$32.48,-0.16,-0.49%,622012,16759467581.00,United States,2020,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/wmg
WMK,Weis Markets Inc. Common Stock,$65.78,0.17,0.259%,79857,1769379581.00,United States,,Food Chains,Consumer Staples,/market-activity/stocks/wmk
WMPN,William Penn Bancorporation Common Stock,$12.15,0.14,1.166%,85603,155687634.00,United States,2021,Savings Institutions,Finance,/market-activity/stocks/wmpn
WMS,Advanced Drainage Systems Inc. Common Stock,$122.40,0.22,0.18%,542180,9631929686.00,United States,2014,Containers/Packaging,Consumer Discretionary,/market-activity/stocks/wms
WMT,Walmart Inc. Common Stock,$157.82,0.93,0.593%,4088967,424983237376.00,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/wmt
WNC,Wabash National Corporation Common Stock,$22.19,0.04,0.181%,241672,1042916486.00,United States,1991,Construction/Ag Equipment/Trucks,Industrials,/market-activity/stocks/wnc
WNEB,Western New England Bancorp Inc. Common Stock,$6.22,-0.02,-0.321%,23116,137352547.00,United States,,Savings Institutions,Finance,/market-activity/stocks/wneb
WNNR,Andretti Acquisition Corp. Class A Ordinary Shares,$10.67,0.00,0.00%,63,0.00,,2022,Blank Checks,Finance,/market-activity/stocks/wnnr
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey),$64.33,0.44,0.689%,126937,3111051358.00,India,2006,Business Services,Consumer Discretionary,/market-activity/stocks/wns
WNW,Meiwu Technology Company Limited Ordinary Shares,$0.1291,-0.0119,-8.44%,720948,12996523.00,China,2020,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/wnw
WOLF,Wolfspeed Inc. Common Stock,$45.29,0.65,1.456%,2720938,5637439688.00,United States,,Semiconductors,Technology,/market-activity/stocks/wolf
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,$5.42,0.23,4.432%,9063587,1652031458.00,United States,2021,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/woof
WOR,Worthington Industries Inc. Common Stock,$73.16,1.01,1.40%,175069,3653792422.00,United States,,Steel/Iron Ore,Industrials,/market-activity/stocks/wor
WORX,SCWorx Corp. Common Stock,$0.2026,-0.0264,-11.528%,500995,3382765.00,United States,2016,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/worx
WOW,WideOpenWest Inc. Common Stock,$7.48,-0.03,-0.399%,180394,634865067.00,United States,2017,Cable & Other Pay Television Services,Telecommunications,/market-activity/stocks/wow
WPC,W. P. Carey Inc. REIT,$64.35,-0.23,-0.356%,673380,13766126324.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/wpc
WPM,Wheaton Precious Metals Corp Common Shares (Canada),$42.07,-0.20,-0.473%,1040258,19056405830.00,Canada,,,,/market-activity/stocks/wpm
WPP,WPP plc American Depositary Shares,$47.22,0.21,0.447%,45570,50753836147.00,Ireland,,Advertising,Consumer Discretionary,/market-activity/stocks/wpp
WPRT,Westport Fuel Systems Inc Common Shares,$7.05,0.15,2.174%,32537,121083553.00,Canada,2008,Industrial Machinery/Components,Industrials,/market-activity/stocks/wprt
WRAC,Williams Rowland Acquisition Corp. Common Stock,$10.37,0.03,0.29%,273,0.00,,2021,Blank Checks,Finance,/market-activity/stocks/wrac
WRAP,Wrap Technologies Inc. Common Stock,$1.74,0.06,3.571%,114843,73024997.00,United States,,Ordnance And Accessories,Industrials,/market-activity/stocks/wrap
WRB,W.R. Berkley Corporation Common Stock,$60.93,0.12,0.197%,594809,15690894121.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/wrb
WRB^E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058,$22.22,-0.10,-0.448%,12441,,United States,,,,/market-activity/stocks/wrb^e
WRB^F,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,$20.21,-0.26,-1.27%,10103,,United States,,,,/market-activity/stocks/wrb^f
WRB^G,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,$18.92,0.09,0.478%,2780,,United States,,,,/market-activity/stocks/wrb^g
WRB^H,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,$16.8201,-0.1699,-1.00%,3411,,United States,,,,/market-activity/stocks/wrb^h
WRBY,Warby Parker Inc. Class A Common Stock,$11.62,0.03,0.259%,632065,1349473350.00,United States,2021,Ophthalmic Goods,Health Care,/market-activity/stocks/wrby
WRK,Westrock Company Common Stock,$31.77,0.11,0.347%,1299360,8141995776.00,United States,2015,,,/market-activity/stocks/wrk
WRLD,World Acceptance Corporation Common Stock,$131.62,0.45,0.343%,19504,821593099.00,United States,1991,Finance: Consumer Services,Finance,/market-activity/stocks/wrld
WRN,Western Copper and Gold Corporation Common Stock,$1.52,0.05,3.401%,70897,232343547.00,Canada,2011,Metal Mining,Basic Materials,/market-activity/stocks/wrn
WRNT,Warrantee Inc. American Depositary Shares,$0.9745,0.0144,1.50%,150708,21832698.00,Japan,2023,,,/market-activity/stocks/wrnt
WSBC,WesBanco Inc. Common Stock,$25.02,-0.31,-1.224%,126929,1485063651.00,United States,,Major Banks,Finance,/market-activity/stocks/wsbc
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,$22.5001,-0.0024,-0.011%,4173,1335494831.00,United States,,Major Banks,Finance,/market-activity/stocks/wsbcp
WSBF,Waterstone Financial Inc. Common Stock (MD),$12.46,0.02,0.161%,44174,265368345.00,United States,2005,Savings Institutions,Finance,/market-activity/stocks/wsbf
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,$40.75,-0.15,-0.367%,2056324,8040166688.00,United States,2015,,,/market-activity/stocks/wsc
WSFS,WSFS Financial Corporation Common Stock,$38.20,-1.34,-3.389%,147208,2332362120.00,United States,,Major Banks,Finance,/market-activity/stocks/wsfs
WSM,Williams-Sonoma Inc. Common Stock (DE),$140.47,0.93,0.666%,1523385,9021316314.00,United States,,Home Furnishings,Consumer Discretionary,/market-activity/stocks/wsm
WSO,Watsco Inc. Common Stock,$349.65,3.28,0.947%,120425,13659684592.00,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/wso
WSO/B,Watsco Inc.,$367.15,0.00,0.00%,15,,United States,,,,/market-activity/stocks/wso/b
WSR,Whitestone REIT Common Shares,$9.57,-0.07,-0.726%,148868,473913300.00,United States,2010,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/wsr
WST,West Pharmaceutical Services Inc. Common Stock,$393.73,2.01,0.513%,329693,29081375001.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/wst
WT,WisdomTree Inc. Common Stock,$7.00,0.06,0.865%,807867,1052271507.00,United States,2022,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/wt
WTBA,West Bancorporation Common Stock,$18.84,0.09,0.48%,12445,315100771.00,United States,,Major Banks,Finance,/market-activity/stocks/wtba
WTER,The Alkaline Water Company Inc. Common Stock,$0.8947,-0.1653,-15.594%,270759,9301127.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/wter
WTFC,Wintrust Financial Corporation Common Stock,$76.14,-0.62,-0.808%,218218,4660682974.00,United States,,Major Banks,Finance,/market-activity/stocks/wtfc
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,$22.25,-0.19,-0.847%,3182,1361967378.00,United States,,Major Banks,Finance,/market-activity/stocks/wtfcm
WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,$23.30,0.03,0.129%,8783,1426239996.00,United States,,Major Banks,Finance,/market-activity/stocks/wtfcp
WTI,W&T Offshore Inc. Common Stock,$3.96,0.06,1.538%,1323430,580063323.00,United States,2005,Oil & Gas Production,Energy,/market-activity/stocks/wti
WTM,White Mountains Insurance Group Ltd. Common Stock,$1558.58,-2.27,-0.145%,5606,3990669278.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/wtm
WTMA,Welsbach Technology Metals Acquisition Corp. Common Stock,$10.725,0.025,0.234%,112,0.00,United States,2022,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/wtma
WTMAR,Welsbach Technology Metals Acquisition Corp. one right to receive 1/10th of a share of common stock,$0.1275,0.0057,4.68%,13157,0.00,United States,2022,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/wtmar
WTRG,Essential Utilities Inc. Common Stock,$37.38,0.71,1.936%,840558,9882506009.00,United States,,Water Supply,Utilities,/market-activity/stocks/wtrg
WTS,Watts Water Technologies Inc. Class A Common Stock,$183.18,2.16,1.193%,80740,6107192990.00,United States,1986,Metal Fabrications,Industrials,/market-activity/stocks/wts
WTTR,Select Water Solutions Inc. Class A common stock,$8.07,-0.02,-0.247%,579123,968405471.00,United States,2017,Oilfield Services/Equipment,Energy,/market-activity/stocks/wttr
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,$205.60,0.45,0.219%,493483,21551587829.00,United Kingdom,2001,Specialty Insurers,Finance,/market-activity/stocks/wtw
WU,Western Union Company (The) Common Stock,$11.93,0.01,0.084%,2002853,4468200224.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/wu
WULF,TeraWulf Inc. Common Stock,$1.895,0.015,0.798%,2659516,419046872.00,United States,,EDP Services,Technology,/market-activity/stocks/wulf
WVE,Wave Life Sciences Ltd. Ordinary Shares,$4.74,-0.01,-0.211%,161624,469180657.00,Singapore,2015,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/wve
WVVI,Willamette Valley Vineyards Inc. Common Stock,$5.98,0.00,0.00%,357,29687883.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/wvvi
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,$4.54,0.0105,0.232%,201,22538962.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/wvvip
WW,WW International Inc. Common Stock,$9.66,0.34,3.648%,2173187,762812140.00,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/ww
WWACU,Worldwide Webb Acquisition Corp. Unit,$10.50,-0.08,-0.756%,100,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/wwacu
WWACW,Worldwide Webb Acquisition Corp. Warrant,$0.035,0.0059,20.275%,1900,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/wwacw
WWD,Woodward Inc. Common Stock,$126.09,1.81,1.456%,622120,7618055184.00,United States,,Industrial Machinery/Components,Energy,/market-activity/stocks/wwd
WWE,World Wrestling Entertainment Inc. Class A Common Stock,$113.69,-0.07,-0.062%,350003,9454648330.00,United States,,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/wwe
WWR,Westwater Resources Inc. Common Stock,$0.6965,-0.0205,-2.859%,83016,37181017.00,United States,,Metal Mining,Basic Materials,/market-activity/stocks/wwr
WWW,Wolverine World Wide Inc. Common Stock,$7.94,-0.11,-1.366%,1445973,631346710.00,United States,,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/www
WY,Weyerhaeuser Company Common Stock,$32.63,-0.14,-0.427%,2768496,23844307240.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/wy
WYNN,Wynn Resorts Limited Common stock,$95.48,-0.01,-0.01%,1706188,10878641170.00,United States,2002,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/wynn
WYY,WidePoint Corporation Common Stock,$1.8199,-0.0101,-0.552%,2754,16184771.00,United States,,EDP Services,Technology,/market-activity/stocks/wyy
X,United States Steel Corporation Common Stock,$30.29,-0.16,-0.525%,5675010,6753573320.00,United States,,Steel/Iron Ore,Industrials,/market-activity/stocks/x
XAIR,Beyond Air Inc. Common Stock,$2.73,-0.04,-1.444%,408727,86571895.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/xair
XBIO,Xenetic Biosciences Inc. Common Stock,$3.80,0.03,0.796%,2358,5823880.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xbio
XBIT,XBiotech Inc. Common Stock,$5.66,-0.14,-2.414%,6782,172266141.00,United States,2015,Pharmaceuticals and Biotechnology,Health Care,/market-activity/stocks/xbit
XCUR,Exicure Inc. Common Stock,$0.84,0.0056,0.671%,4054,7264578.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xcur
XEL,Xcel Energy Inc. Common Stock,$57.58,0.57,1.00%,7705330,31757255284.00,United States,,Power Generation,Utilities,/market-activity/stocks/xel
XELA,Exela Technologies Inc. Common Stock,$4.12,0.02,0.488%,118291,26248602.00,United States,2015,Business Services,Consumer Discretionary,/market-activity/stocks/xela
XELAP,Exela Technologies Inc. 6.00% Series B Cumulative Convertible Perpetual Preferred Stock,$3.25,0.15,4.839%,1544,20705815.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/xelap
XELB,Xcel Brands Inc. Common Stock,$1.32,-0.07,-5.036%,116761,26014502.00,United States,,Multi-Sector Companies,Miscellaneous,/market-activity/stocks/xelb
XENE,Xenon Pharmaceuticals Inc. Common Shares,$38.05,-0.25,-0.653%,144714,2440737150.00,Canada,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xene
XERS,Xeris Biopharma Holdings Inc. Common Stock,$2.15,-0.01,-0.463%,632104,296841885.00,United States,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/xers
XFIN,ExcelFin Acquisition Corp Class A Common Stock,$10.55,0.00,0.00%,2354,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/xfin
XFINU,ExcelFin Acquisition Corp Unit,$10.60,0.00,0.00%,400,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/xfinu
XFINW,ExcelFin Acquisition Corp Warrant,$0.05,-0.0009,-1.768%,14745,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/xfinw
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust Common Shares of Beneficial Interest,$6.79,0.11,1.647%,143746,240831332.00,United States,2017,Investment Managers,Finance,/market-activity/stocks/xflt
XFLT^A,XAI Octagon Floating Rate & Alternative Income Term Trust 6.50% Series 2026 Term Preferred Shares (Liquidation Preference $25.00),$24.83,-0.0369,-0.148%,1877,,United States,,,,/market-activity/stocks/xflt^a
XFOR,X4 Pharmaceuticals Inc. Common Stock,$1.30,0.04,3.175%,985928,213752366.00,United States,2017,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/xfor
XGN,Exagen Inc. Common Stock,$2.5763,0.0363,1.429%,6253,43433234.00,United States,2019,Medical Specialities,Health Care,/market-activity/stocks/xgn
XHR,Xenia Hotels & Resorts Inc. Common Stock,$10.96,-0.23,-2.055%,754219,1175576132.00,United States,2015,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/xhr
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares,$2.02,0.02,1.00%,4706,10910955.00,China,2007,Homebuilding,Consumer Discretionary,/market-activity/stocks/xin
